date,timestamp,update_timestamp,forecast_date,forecast_timestamp,forecast_summary,forecast_text,forecast_code,wind_speed_high,wind_speed_low,wind_direction,relative_humidity_high,relative_humidity_low,temperature_high,temperature_low
2019-01-03,2019-01-03T05:34:00+08:00,2019-01-03T06:02:08+08:00,2019-01-04,2019-01-04T00:00:00+08:00,Late afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,W,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T05:34:00+08:00,2019-01-03T06:02:08+08:00,2019-01-05,2019-01-05T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,5.0,NW,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T05:34:00+08:00,2019-01-03T06:02:08+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T05:34:00+08:00,2019-01-03T06:02:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T17:25:00+08:00,2019-01-03T18:02:08+08:00,2019-01-04,2019-01-04T00:00:00+08:00,Late afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,W,95.0,55.0,34.0,25.0
2019-01-03,2019-01-03T17:25:00+08:00,2019-01-03T18:02:08+08:00,2019-01-05,2019-01-05T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,15.0,5.0,VARIABLE,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T17:25:00+08:00,2019-01-03T18:02:08+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-03,2019-01-03T17:25:00+08:00,2019-01-03T18:02:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-04,2019-01-04T04:34:00+08:00,2019-01-04T05:02:07+08:00,2019-01-05,2019-01-05T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,15.0,5.0,VARIABLE,95.0,55.0,34.0,24.0
2019-01-04,2019-01-04T04:34:00+08:00,2019-01-04T05:02:07+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-04,2019-01-04T04:34:00+08:00,2019-01-04T05:02:07+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-04,2019-01-04T04:34:00+08:00,2019-01-04T05:02:07+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Late morning and afternoon thundery showers.,Thundery Showers,TL,15.0,5.0,VARIABLE,95.0,55.0,32.0,24.0
2019-01-04,2019-01-04T17:37:00+08:00,2019-01-04T18:02:08+08:00,2019-01-05,2019-01-05T00:00:00+08:00,Thundery showers over many areas in the predawn hours and again in the afternoon.,Thundery Showers,TL,15.0,5.0,VARIABLE,95.0,60.0,34.0,24.0
2019-01-04,2019-01-04T17:37:00+08:00,2019-01-04T18:02:08+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,NE,95.0,60.0,34.0,24.0
2019-01-04,2019-01-04T17:37:00+08:00,2019-01-04T18:02:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,34.0,24.0
2019-01-04,2019-01-04T17:37:00+08:00,2019-01-04T18:02:08+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Periods of showers.,Showers,SH,15.0,5.0,ENE,95.0,65.0,32.0,24.0
2019-01-04,2019-01-04T20:53:00+08:00,2019-01-04T21:32:12+08:00,2019-01-05,2019-01-05T00:00:00+08:00,Predawn hours and afternoon thundery showers.,Thundery Showers,TL,15.0,5.0,VARIABLE,95.0,60.0,33.0,24.0
2019-01-04,2019-01-04T20:53:00+08:00,2019-01-04T21:32:12+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,NE,95.0,60.0,34.0,24.0
2019-01-04,2019-01-04T20:53:00+08:00,2019-01-04T21:32:12+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,34.0,24.0
2019-01-04,2019-01-04T20:53:00+08:00,2019-01-04T21:32:12+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Periods of showers.,Showers,SH,15.0,5.0,ENE,95.0,65.0,32.0,24.0
2019-01-05,2019-01-05T04:41:00+08:00,2019-01-05T05:02:11+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-05,2019-01-05T04:41:00+08:00,2019-01-05T05:02:11+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-05,2019-01-05T04:41:00+08:00,2019-01-05T05:02:11+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Periods of showers.,Thundery Showers,TL,15.0,5.0,ENE,90.0,60.0,32.0,24.0
2019-01-05,2019-01-05T04:41:00+08:00,2019-01-05T05:02:11+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,33.0,24.0
2019-01-05,2019-01-05T17:13:00+08:00,2019-01-05T17:32:08+08:00,2019-01-06,2019-01-06T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-05,2019-01-05T17:13:00+08:00,2019-01-05T17:32:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-05,2019-01-05T17:13:00+08:00,2019-01-05T17:32:08+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Periods of showers.,Showers,SH,15.0,5.0,ENE,90.0,60.0,32.0,24.0
2019-01-05,2019-01-05T17:13:00+08:00,2019-01-05T17:32:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,90.0,60.0,33.0,24.0
2019-01-06,2019-01-06T05:24:00+08:00,2019-01-06T06:02:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,34.0,24.0
2019-01-06,2019-01-06T05:24:00+08:00,2019-01-06T06:02:08+08:00,2019-01-08,2019-01-08T00:00:00+08:00,Periods of showers.,Showers,SH,15.0,5.0,ENE,95.0,65.0,32.0,24.0
2019-01-06,2019-01-06T05:24:00+08:00,2019-01-06T06:02:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-06,2019-01-06T05:24:00+08:00,2019-01-06T06:02:08+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Periods of showers.,Showers,SH,20.0,15.0,NE,95.0,65.0,32.0,24.0
2019-01-06,2019-01-06T16:38:00+08:00,2019-01-06T17:02:08+08:00,2019-01-07,2019-01-07T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NE,95.0,60.0,34.0,24.0
2019-01-06,2019-01-06T16:38:00+08:00,2019-01-06T17:02:08+08:00,2019-01-08,2019-01-08T00:00:00+08:00,"Periods of showers, at times with thunder.",Thundery Showers,TL,15.0,5.0,ENE,95.0,65.0,32.0,24.0
2019-01-06,2019-01-06T16:38:00+08:00,2019-01-06T17:02:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-06,2019-01-06T16:38:00+08:00,2019-01-06T17:02:08+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Periods of showers.,Showers,SH,25.0,15.0,NE,95.0,65.0,32.0,24.0
2019-01-07,2019-01-07T04:48:00+08:00,2019-01-07T05:02:08+08:00,2019-01-08,2019-01-08T00:00:00+08:00,"Periods of showers, at times with thunder.",Showers,SH,15.0,5.0,ENE,95.0,60.0,32.0,24.0
2019-01-07,2019-01-07T04:48:00+08:00,2019-01-07T05:02:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,65.0,33.0,24.0
2019-01-07,2019-01-07T04:48:00+08:00,2019-01-07T05:02:08+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Periods of showers.,Showers,SH,25.0,15.0,NE,95.0,60.0,33.0,24.0
2019-01-07,2019-01-07T04:48:00+08:00,2019-01-07T05:02:08+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,65.0,33.0,24.0
2019-01-08,2019-01-08T05:07:00+08:00,2019-01-08T05:32:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,ENE,95.0,60.0,32.0,24.0
2019-01-08,2019-01-08T05:07:00+08:00,2019-01-08T05:32:08+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,60.0,33.0,24.0
2019-01-08,2019-01-08T05:07:00+08:00,2019-01-08T05:32:08+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,60.0,34.0,24.0
2019-01-08,2019-01-08T05:07:00+08:00,2019-01-08T05:32:08+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-08,2019-01-08T17:21:00+08:00,2019-01-08T18:02:10+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-08,2019-01-08T17:21:00+08:00,2019-01-08T18:02:10+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,60.0,33.0,24.0
2019-01-08,2019-01-08T17:21:00+08:00,2019-01-08T18:02:10+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair.,Thundery Showers,TL,25.0,15.0,NE,95.0,55.0,34.0,24.0
2019-01-08,2019-01-08T17:21:00+08:00,2019-01-08T18:02:10+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-08,2019-01-08T18:12:00+08:00,2019-01-08T18:32:08+08:00,2019-01-09,2019-01-09T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-08,2019-01-08T18:12:00+08:00,2019-01-08T18:32:08+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,60.0,33.0,24.0
2019-01-08,2019-01-08T18:12:00+08:00,2019-01-08T18:32:08+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair.,Fair (Day),FA,25.0,15.0,NE,95.0,55.0,34.0,24.0
2019-01-08,2019-01-08T18:12:00+08:00,2019-01-08T18:32:08+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-09,2019-01-09T05:44:00+08:00,2019-01-09T06:02:07+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,55.0,33.0,24.0
2019-01-09,2019-01-09T05:44:00+08:00,2019-01-09T06:02:07+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair.,Fair (Day),FA,25.0,10.0,NE,95.0,50.0,34.0,24.0
2019-01-09,2019-01-09T05:44:00+08:00,2019-01-09T06:02:07+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-09,2019-01-09T05:44:00+08:00,2019-01-09T06:02:07+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-09,2019-01-09T17:28:00+08:00,2019-01-09T18:02:09+08:00,2019-01-10,2019-01-10T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,55.0,33.0,24.0
2019-01-09,2019-01-09T17:28:00+08:00,2019-01-09T18:02:09+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair.,Fair (Day),FA,25.0,10.0,NE,95.0,50.0,34.0,24.0
2019-01-09,2019-01-09T17:28:00+08:00,2019-01-09T18:02:09+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-09,2019-01-09T17:28:00+08:00,2019-01-09T18:02:09+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-10,2019-01-10T04:57:00+08:00,2019-01-10T05:32:08+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair.,Fair (Day),FA,25.0,10.0,NE,95.0,50.0,34.0,24.0
2019-01-10,2019-01-10T04:57:00+08:00,2019-01-10T05:32:08+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-10,2019-01-10T04:57:00+08:00,2019-01-10T05:32:08+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NNE,95.0,55.0,34.0,24.0
2019-01-10,2019-01-10T04:57:00+08:00,2019-01-10T05:32:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,55.0,34.0,24.0
2019-01-10,2019-01-10T17:12:00+08:00,2019-01-10T17:32:08+08:00,2019-01-11,2019-01-11T00:00:00+08:00,Fair and occasionally windy,Fair (Day),FA,25.0,15.0,NE,90.0,55.0,34.0,24.0
2019-01-10,2019-01-10T17:12:00+08:00,2019-01-10T17:32:08+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Fair and warm.,Fair & Warm,FW,20.0,10.0,NNE,90.0,55.0,34.0,24.0
2019-01-10,2019-01-10T17:12:00+08:00,2019-01-10T17:32:08+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,N,95.0,60.0,33.0,24.0
2019-01-10,2019-01-10T17:12:00+08:00,2019-01-10T17:32:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,N,95.0,65.0,33.0,24.0
2019-01-11,2019-01-11T04:51:00+08:00,2019-01-11T05:32:08+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Fair and warm.,Fair & Warm,FW,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-11,2019-01-11T04:51:00+08:00,2019-01-11T05:32:08+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,N,90.0,60.0,33.0,24.0
2019-01-11,2019-01-11T04:51:00+08:00,2019-01-11T05:32:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,N,90.0,60.0,33.0,24.0
2019-01-11,2019-01-11T04:51:00+08:00,2019-01-11T05:32:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,90.0,60.0,33.0,24.0
2019-01-11,2019-01-11T17:36:00+08:00,2019-01-11T18:02:09+08:00,2019-01-12,2019-01-12T00:00:00+08:00,Afternoon showers.,Showers,SH,20.0,10.0,NE,90.0,60.0,34.0,24.0
2019-01-11,2019-01-11T17:36:00+08:00,2019-01-11T18:02:09+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,N,90.0,60.0,33.0,24.0
2019-01-11,2019-01-11T17:36:00+08:00,2019-01-11T18:02:09+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,N,90.0,60.0,33.0,24.0
2019-01-11,2019-01-11T17:36:00+08:00,2019-01-11T18:02:09+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NNE,90.0,60.0,33.0,24.0
2019-01-12,2019-01-12T05:02:00+08:00,2019-01-12T05:32:08+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T05:02:00+08:00,2019-01-12T05:32:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,10.0,N,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T05:02:00+08:00,2019-01-12T05:32:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,N,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T05:02:00+08:00,2019-01-12T05:32:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,N,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T17:02:00+08:00,2019-01-12T17:32:08+08:00,2019-01-13,2019-01-13T00:00:00+08:00,Late afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,NNE,95.0,55.0,34.0,24.0
2019-01-12,2019-01-12T17:02:00+08:00,2019-01-12T17:32:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T17:02:00+08:00,2019-01-12T17:32:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,60.0,33.0,24.0
2019-01-12,2019-01-12T17:02:00+08:00,2019-01-12T17:32:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,60.0,33.0,24.0
2019-01-13,2019-01-13T04:40:00+08:00,2019-01-13T05:02:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Late afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,N,95.0,55.0,34.0,24.0
2019-01-13,2019-01-13T04:40:00+08:00,2019-01-13T05:02:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,N,95.0,60.0,33.0,24.0
2019-01-13,2019-01-13T04:40:00+08:00,2019-01-13T05:02:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,10.0,NE,95.0,60.0,33.0,24.0
2019-01-13,2019-01-13T04:40:00+08:00,2019-01-13T05:02:08+08:00,2019-01-17,2019-01-17T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NE,95.0,60.0,33.0,24.0
2019-01-13,2019-01-13T17:25:00+08:00,2019-01-13T18:02:08+08:00,2019-01-14,2019-01-14T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,20.0,15.0,NNE,95.0,55.0,33.0,24.0
2019-01-13,2019-01-13T17:25:00+08:00,2019-01-13T18:02:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,55.0,33.0,24.0
2019-01-13,2019-01-13T17:25:00+08:00,2019-01-13T18:02:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,30.0,15.0,N,95.0,55.0,34.0,24.0
2019-01-13,2019-01-13T17:25:00+08:00,2019-01-13T18:02:08+08:00,2019-01-17,2019-01-17T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,55.0,34.0,24.0
2019-01-14,2019-01-14T05:02:00+08:00,2019-01-14T05:32:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NNE,95.0,55.0,34.0,24.0
2019-01-14,2019-01-14T05:02:00+08:00,2019-01-14T05:32:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,30.0,15.0,N,95.0,55.0,34.0,24.0
2019-01-14,2019-01-14T05:02:00+08:00,2019-01-14T05:32:08+08:00,2019-01-17,2019-01-17T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,55.0,33.0,24.0
2019-01-14,2019-01-14T05:02:00+08:00,2019-01-14T05:32:08+08:00,2019-01-18,2019-01-18T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,30.0,20.0,NE,95.0,55.0,33.0,24.0
2019-01-14,2019-01-14T17:17:00+08:00,2019-01-14T17:32:08+08:00,2019-01-15,2019-01-15T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,NNW,95.0,55.0,34.0,24.0
2019-01-14,2019-01-14T17:17:00+08:00,2019-01-14T17:32:08+08:00,2019-01-16,2019-01-16T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,30.0,15.0,NNW,95.0,55.0,34.0,24.0
2019-01-14,2019-01-14T17:17:00+08:00,2019-01-14T17:32:08+08:00,2019-01-17,2019-01-17T00:00:00+08:00,Afternoon thundery showers.,Thundery Showers,TL,25.0,15.0,N,95.0,55.0,33.0,24.0
2019-01-14,2019-01-14T17:17:00+08:00,2019-01-14T17:32:08+08:00,2019-01-18,2019-01-18T00:00:00+08:00,Periods of showers,Thundery Showers,TL,30.0,20.0,NNE,95.0,55.0,31.0,24.0
